Lon Lat H AAL
-75.4917 5.5995 1437 77.8
-75.475 5.5995 1693 96.8
-75.4583 5.5995 2003 109.1
-75.4417 5.5995 2245 115.1
-75.425 5.5995 2273 117.2
-75.4084 5.5995 2511 119.9
-75.3917 5.5995 2229 126.9
-75.375 5.5995 1855 141.6
-75.3583 5.5995 1711 164.8
-75.3417 5.5995 1753 193.9
-75.325 5.5995 2429 225
-75.3083 5.5995 2753 251.1
-75.2917 5.5995 2933 267.1
-75.275 5.5995 3101 267.6
-75.2584 5.5995 2501 251.1
-75.2417 5.5995 2073 219.3
-75.225 5.5995 1777 175.8
-75.2083 5.5995 1593 128
-75.1917 5.5995 1363 81.2
-75.175 5.5995 1335 42
-75.1584 5.5995 1195 13.1
-75.1417 5.5995 973 -4.4
-75.125 5.5995 947 -12
-75.1083 5.5995 901 -12.7
-75.0917 5.5995 703 -9.5
-75.075 5.5995 995 -5.5
-75.0583 5.5995 1179 -2
-75.0417 5.5995 1137 0.4
-75.025 5.5995 1469 2
-75.0084 5.5995 1073 3.8
-74.9917 5.5995 875 5.8
-74.975 5.5995 819 7.5
-74.9583 5.5995 869 8.2
-74.9417 5.5995 869 6.3
-74.925 5.5995 863 1
-74.9084 5.5995 821 -7.9
-74.8917 5.5995 705 -19.7
-74.875 5.5995 629 -32.4
-74.8583 5.5995 537 -44
-74.8417 5.5995 407 -52.4
-74.825 5.5995 313 -56.8
-74.8083 5.5995 287 -57.4
-74.7917 5.5995 263 -55.2
-74.775 5.5995 267 -52.6
-74.7584 5.5995 249 -51.5
-74.7417 5.5995 227 -53.2
-74.725 5.5995 221 -58.2
-74.7083 5.5995 213 -65.3
-74.6917 5.5995 191 -73.2
-74.675 5.5995 179 -79.7
-74.6584 5.5995 169 -83.5
-74.6417 5.5995 163 -84.2
-74.625 5.5995 167 -82.4
-75.9084 5.5829 1921 122.2
-75.8917 5.5829 1681 100.2
-75.875 5.5829 1663 102.1
-75.8583 5.5829 1807 124.8
-75.8417 5.5829 1887 160.7
-75.825 5.5829 1977 203
-75.8083 5.5829 1969 242.4
-75.7917 5.5829 2101 273.6
-75.775 5.5829 2275 292
-75.7584 5.5829 2613 296.6
-75.7417 5.5829 2943 288.4
-75.725 5.5829 2703 269.1
-75.7083 5.5829 2373 241.8
-75.6917 5.5829 1997 208.4
-75.675 5.5829 1809 171.7
-75.6584 5.5829 2209 132.9
-75.6417 5.5829 2131 95
-75.625 5.5829 1811 59.6
-75.6083 5.5829 1587 30.5
-75.5917 5.5829 1131 9.8
-75.575 5.5829 749 0.5
-75.5583 5.5829 1125 3.1
-75.5417 5.5829 1353 16.8
-75.525 5.5829 1119 39.4
-75.5084 5.5829 1133 66
-75.4917 5.5829 1221 93
-75.475 5.5829 1587 115.4
-75.4583 5.5829 2015 131.5
-75.4417 5.5829 2381 141.2
-75.425 5.5829 2475 146.4
-75.4084 5.5829 2457 151.2
-75.3917 5.5829 2303 158.8
-75.375 5.5829 2347 172.5
-75.3583 5.5829 2353 192.8
-75.3417 5.5829 2085 217.3
-75.325 5.5829 2485 242.4
-75.3083 5.5829 2473 261.6
-75.2917 5.5829 2563 270.3
-75.275 5.5829 2661 264.2
-75.2584 5.5829 2727 242.3
-75.2417 5.5829 2365 207
-75.225 5.5829 1951 162.3
-75.2083 5.5829 1791 115.6
-75.1917 5.5829 1503 71.8
-75.175 5.5829 1107 36.9
-75.1584 5.5829 1009 13
-75.1417 5.5829 911 0.3
-75.125 5.5829 859 -3.1
-75.1083 5.5829 955 -0.9
-75.0917 5.5829 821 3.8
-75.075 5.5829 1185 8
-75.0583 5.5829 1045 10.4
-75.0417 5.5829 1155 10.9
-75.025 5.5829 1523 10
-75.0084 5.5829 1091 8.8
-74.9917 5.5829 1063 7.9
-74.975 5.5829 897 7.1
-74.9583 5.5829 905 5.5
-74.9417 5.5829 769 1.9
-74.925 5.5829 785 -4.4
-74.9084 5.5829 771 -13.7
-74.8917 5.5829 715 -25.3
-74.875 5.5829 603 -37.1
-74.8583 5.5829 475 -47.8
-74.8417 5.5829 345 -55.1
-74.825 5.5829 329 -58.6
-74.8083 5.5829 281 -58.4
-74.7917 5.5829 251 -55.9
-74.775 5.5829 235 -53.3
-74.7584 5.5829 223 -52.3
-74.7417 5.5829 211 -54.3
-74.725 5.5829 207 -59.5
-74.7083 5.5829 199 -66.6
-74.6917 5.5829 197 -74.4
-74.675 5.5829 179 -80.7
-74.6584 5.5829 171 -84.3
-74.6417 5.5829 165 -84.9
-74.625 5.5829 167 -83
-75.9084 5.5663 1861 146.3
-75.8917 5.5663 1763 121.8
-75.875 5.5663 1721 121
-75.8583 5.5663 1941 141.1
-75.8417 5.5663 2165 174.6
-75.825 5.5663 2353 214.9
-75.8083 5.5663 2213 253.1
-75.7917 5.5663 2429 284.1
-75.775 5.5663 2503 303.5
-75.7584 5.5663 2571 310.4
-75.7417 5.5663 2973 305.5
-75.725 5.5663 3015 290.1
-75.7083 5.5663 2585 266.7
-75.6917 5.5663 2145 236.6
-75.675 5.5663 2249 201.7
-75.6584 5.5663 2441 163.2
-75.6417 5.5663 2325 123.7
-75.625 5.5663 2101 85.1
-75.6083 5.5663 1745 51.6
-75.5917 5.5663 1165 26.1
-75.575 5.5663 827 12.1
-75.5583 5.5663 1135 10.8
-75.5417 5.5663 1013 21.9
-75.525 5.5663 1111 43.4
-75.5084 5.5663 1217 70.5
-75.4917 5.5663 1341 99.5
-75.475 5.5663 1577 125
-75.4583 5.5663 1871 145
-75.4417 5.5663 2269 158.6
-75.425 5.5663 2495 167.4
-75.4084 5.5663 2435 174.7
-75.3917 5.5663 2433 183.5
-75.375 5.5663 2553 196.2
-75.3583 5.5663 2555 213.6
-75.3417 5.5663 2279 233.1
-75.325 5.5663 2243 251.4
-75.3083 5.5663 2439 263
-75.2917 5.5663 2629 263.8
-75.275 5.5663 2763 250.7
-75.2584 5.5663 3017 223.5
-75.2417 5.5663 2565 185.5
-75.225 5.5663 2017 140.7
-75.2083 5.5663 1597 96.5
-75.1917 5.5663 1301 57.7
-75.175 5.5663 1103 29.1
-75.1584 5.5663 903 12.2
-75.1417 5.5663 867 6.1
-75.125 5.5663 757 8.3
-75.1083 5.5663 803 14.4
-75.0917 5.5663 1165 21.1
-75.075 5.5663 1271 25.4
-75.0583 5.5663 1335 26.2
-75.0417 5.5663 1121 23.9
-75.025 5.5663 1383 19.3
-75.0084 5.5663 1123 14.3
-74.9917 5.5663 1031 9.6
-74.975 5.5663 953 5.5
-74.9583 5.5663 671 1.3
-74.9417 5.5663 597 -3.9
-74.925 5.5663 625 -11
-74.9084 5.5663 571 -20.1
-74.8917 5.5663 637 -30.9
-74.875 5.5663 437 -41.5
-74.8583 5.5663 407 -50.8
-74.8417 5.5663 363 -57
-74.825 5.5663 283 -59.6
-74.8083 5.5663 235 -59.2
-74.7917 5.5663 233 -56.8
-74.775 5.5663 227 -54.6
-74.7584 5.5663 221 -54.1
-74.7417 5.5663 211 -56.5
-74.725 5.5663 203 -61.7
-74.7083 5.5663 189 -68.7
-74.6917 5.5663 175 -76.1
-74.675 5.5663 175 -81.8
-74.6584 5.5663 169 -84.9
-74.6417 5.5663 165 -85.1
-74.625 5.5663 169 -82.9
-75.9084 5.5497 1937 168.1
-75.8917 5.5497 1995 142.6
-75.875 5.5497 1843 140
-75.8583 5.5497 2087 157.5
-75.8417 5.5497 2311 188
-75.825 5.5497 2691 225
-75.8083 5.5497 2615 260.2
-75.7917 5.5497 2729 288.8
-75.775 5.5497 2921 307.2
-75.7584 5.5497 2905 314.5
-75.7417 5.5497 2985 311.2
-75.725 5.5497 3085 298.7
-75.7083 5.5497 2893 278.5
-75.6917 5.5497 2621 251.5
-75.675 5.5497 2563 219
-75.6584 5.5497 2251 181.6
-75.6417 5.5497 2067 141.7
-75.625 5.5497 1785 101.2
-75.6083 5.5497 1815 64.5
-75.5917 5.5497 1255 35
-75.575 5.5497 837 16.9
-75.5583 5.5497 983 11.8
-75.5417 5.5497 1133 20.1
-75.525 5.5497 1405 40.1
-75.5084 5.5497 1593 67.1
-75.4917 5.5497 1621 97.4
-75.475 5.5497 1719 125.6
-75.4583 5.5497 1749 149.2
-75.4417 5.5497 2171 166.9
-75.425 5.5497 2589 179.7
-75.4084 5.5497 2781 190
-75.3917 5.5497 2619 200.2
-75.375 5.5497 2613 212.5
-75.3583 5.5497 2553 227
-75.3417 5.5497 2433 241.5
-75.325 5.5497 2373 252.9
-75.3083 5.5497 2727 256.6
-75.2917 5.5497 2863 249.5
-75.275 5.5497 3055 229.6
-75.2584 5.5497 2905 197.6
-75.2417 5.5497 2279 157.5
-75.225 5.5497 1749 113.7
-75.2083 5.5497 1417 73.4
-75.1917 5.5497 1525 40.7
-75.175 5.5497 1371 19.8
-75.1584 5.5497 1017 11.1
-75.1417 5.5497 823 12.5
-75.125 5.5497 851 21
-75.1083 5.5497 1109 31.4
-75.0917 5.5497 1397 40.2
-75.075 5.5497 1613 44.5
-75.0583 5.5497 1493 43.4
-75.0417 5.5497 1239 37.8
-75.025 5.5497 1309 29.2
-75.0084 5.5497 1071 19.8
-74.9917 5.5497 997 10.9
-74.975 5.5497 893 3.3
-74.9583 5.5497 813 -3.4
-74.9417 5.5497 713 -10.1
-74.925 5.5497 655 -17.6
-74.9084 5.5497 561 -26.2
-74.8917 5.5497 525 -35.7
-74.875 5.5497 547 -44.8
-74.8583 5.5497 431 -52.6
-74.8417 5.5497 323 -57.7
-74.825 5.5497 253 -59.8
-74.8083 5.5497 233 -59.5
-74.7917 5.5497 227 -57.7
-74.775 5.5497 217 -56.3
-74.7584 5.5497 197 -56.6
-74.7417 5.5497 199 -59.6
-74.725 5.5497 207 -64.9
-74.7083 5.5497 205 -71.6
-74.6917 5.5497 179 -78.2
-74.675 5.5497 171 -83.1
-74.6584 5.5497 171 -85.4
-74.6417 5.5497 165 -84.9
-74.625 5.5497 171 -82.3
-75.9084 5.5331 2295 184.6
-75.8917 5.5331 2101 159.9
-75.875 5.5331 1903 156.7
-75.8583 5.5331 2101 172.1
-75.8417 5.5331 2479 199.2
-75.825 5.5331 2721 231.9
-75.8083 5.5331 2835 262.4
-75.7917 5.5331 2973 286.7
-75.775 5.5331 2981 301.7
-75.7584 5.5331 2917 307.1
-75.7417 5.5331 2905 303.5
-75.725 5.5331 2711 292
-75.7083 5.5331 2973 274
-75.6917 5.5331 2815 249.7
-75.675 5.5331 2453 219.7
-75.6584 5.5331 2101 184.3
-75.6417 5.5331 1703 145.2
-75.625 5.5331 1445 104.5
-75.6083 5.5331 1451 66.5
-75.5917 5.5331 1383 34.8
-75.575 5.5331 933 13.9
-75.5583 5.5331 941 6.1
-75.5417 5.5331 1215 12
-75.525 5.5331 1655 30.3
-75.5084 5.5331 1851 56.9
-75.4917 5.5331 1927 88.1
-75.475 5.5331 1979 118.5
-75.4583 5.5331 1825 145.4
-75.4417 5.5331 2037 167
-75.425 5.5331 2567 183.8
-75.4084 5.5331 2775 197.3
-75.3917 5.5331 2639 209.5
-75.375 5.5331 2657 221.7
-75.3583 5.5331 2699 233.9
-75.3417 5.5331 2503 243.8
-75.325 5.5331 2419 249
-75.3083 5.5331 2607 245.4
-75.2917 5.5331 2607 231
-75.275 5.5331 2813 205.1
-75.2584 5.5331 2787 169.1
-75.2417 5.5331 2251 127.9
-75.225 5.5331 1627 85.9
-75.2083 5.5331 1189 50.2
-75.1917 5.5331 1187 24.4
-75.175 5.5331 1167 11.5
-75.1584 5.5331 929 11
-75.1417 5.5331 795 20
-75.125 5.5331 971 34.5
-75.1083 5.5331 1471 48.9
-75.0917 5.5331 1527 59.5
-75.075 5.5331 1645 63.5
-75.0583 5.5331 1573 60.3
-75.0417 5.5331 1471 51.3
-75.025 5.5331 1283 38.5
-75.0084 5.5331 1083 24.9
-74.9917 5.5331 1167 12
-74.975 5.5331 1051 1.1
-74.9583 5.5331 885 -7.9
-74.9417 5.5331 761 -15.6
-74.925 5.5331 527 -23.1
-74.9084 5.5331 587 -30.8
-74.8917 5.5331 613 -38.8
-74.875 5.5331 563 -46.3
-74.8583 5.5331 409 -52.7
-74.8417 5.5331 295 -57
-74.825 5.5331 223 -58.9
-74.8083 5.5331 211 -59.1
-74.7917 5.5331 211 -58.4
-74.775 5.5331 211 -58.3
-74.7584 5.5331 197 -59.8
-74.7417 5.5331 189 -63.4
-74.725 5.5331 191 -68.9
-74.7083 5.5331 179 -75.1
-74.6917 5.5331 175 -80.8
-74.675 5.5331 167 -84.6
-74.6584 5.5331 167 -85.8
-74.6417 5.5331 171 -84.4
-74.625 5.5331 177 -81.2
-75.9084 5.5165 2409 194.1
-75.8917 5.5165 2181 171.9
-75.875 5.5165 2143 169.5
-75.8583 5.5165 2299 183.7
-75.8417 5.5165 2343 207.6
-75.825 5.5165 2669 235.5
-75.8083 5.5165 2831 260.3
-75.7917 5.5165 2819 278.8
-75.775 5.5165 2745 288.7
-75.7584 5.5165 2819 290
-75.7417 5.5165 2695 284.1
-75.725 5.5165 2359 272.1
-75.7083 5.5165 2635 254.9
-75.6917 5.5165 2631 232.5
-75.675 5.5165 2445 205.1
-75.6584 5.5165 2209 172.3
-75.6417 5.5165 1865 135.5
-75.625 5.5165 1735 96.3
-75.6083 5.5165 1409 59
-75.5917 5.5165 987 27.1
-75.575 5.5165 839 5.4
-75.5583 5.5165 1099 -3.8
-75.5417 5.5165 1267 0.7
-75.525 5.5165 1735 17.8
-75.5084 5.5165 2053 43.8
-75.4917 5.5165 2079 75.4
-75.475 5.5165 2195 107.4
-75.4583 5.5165 1909 137
-75.4417 5.5165 2133 162
-75.425 5.5165 2533 182.6
-75.4084 5.5165 2879 199.4
-75.3917 5.5165 2829 213.9
-75.375 5.5165 2925 226.6
-75.3583 5.5165 2807 237.2
-75.3417 5.5165 2675 243.6
-75.325 5.5165 2495 243.5
-75.3083 5.5165 2545 234
-75.2917 5.5165 2737 213.6
-75.275 5.5165 2723 183
-75.2584 5.5165 2603 144.2
-75.2417 5.5165 1915 102.6
-75.225 5.5165 1513 63.2
-75.2083 5.5165 1147 32.2
-75.1917 5.5165 995 13
-75.175 5.5165 1195 7.5
-75.1584 5.5165 977 14.4
-75.1417 5.5165 847 29.8
-75.125 5.5165 1233 49.1
-75.1083 5.5165 1769 66.5
-75.0917 5.5165 1719 78
-75.075 5.5165 1797 81.2
-75.0583 5.5165 1771 75.7
-75.0417 5.5165 1491 63.5
-75.025 5.5165 1307 46.8
-75.0084 5.5165 1035 29.4
-74.9917 5.5165 865 13
-74.975 5.5165 745 -0.5
-74.9583 5.5165 637 -11.2
-74.9417 5.5165 697 -19.7
-74.925 5.5165 615 -26.8
-74.9084 5.5165 595 -33.5
-74.8917 5.5165 617 -39.9
-74.875 5.5165 541 -45.9
-74.8583 5.5165 393 -51.1
-74.8417 5.5165 293 -54.8
-74.825 5.5165 215 -57
-74.8083 5.5165 203 -58
-74.7917 5.5165 199 -58.8
-74.775 5.5165 193 -60.2
-74.7584 5.5165 189 -63
-74.7417 5.5165 191 -67.4
-74.725 5.5165 189 -73
-74.7083 5.5165 177 -78.6
-74.6917 5.5165 173 -83.3
-74.675 5.5165 169 -85.9
-74.6584 5.5165 167 -85.9
-74.6417 5.5165 175 -83.6
-74.625 5.5165 191 -79.7
-75.9084 5.5 2605 194.7
-75.8917 5.5 2247 177
-75.875 5.5 2405 177.1
-75.8583 5.5 2579 191.3
-75.8417 5.5 2583 212.8
-75.825 5.5 2707 236
-75.8083 5.5 2611 255
-75.7917 5.5 2705 266.8
-75.775 5.5 2743 270.3
-75.7584 5.5 2431 266.3
-75.7417 5.5 2339 256.4
-75.725 5.5 2135 242.1
-75.7083 5.5 2211 224.4
-75.6917 5.5 2129 203.1
-75.675 5.5 2115 177.9
-75.6584 5.5 2181 148.2
-75.6417 5.5 1899 114.8
-75.625 5.5 2009 79
-75.6083 5.5 1693 44.7
-75.5917 5.5 1155 15.1
-75.575 5.5 879 -5.3
-75.5583 5.5 1239 -14.1
-75.5417 5.5 1559 -9.8
-75.525 5.5 1477 6.6
-75.5084 5.5 1781 32.1
-75.4917 5.5 1827 63.6
-75.475 5.5 2095 96.3
-75.4583 5.5 2115 127.7
-75.4417 5.5 2259 155.3
-75.425 5.5 2521 179
-75.4084 5.5 2783 198.9
-75.3917 5.5 2935 215.8
-75.375 5.5 3063 229.7
-75.3583 5.5 2921 239.9
-75.3417 5.5 2959 244.2
-75.325 5.5 2765 240.7
-75.3083 5.5 2625 227.2
-75.2917 5.5 2887 202.9
-75.275 5.5 2937 169.4
-75.2584 5.5 2335 129.4
-75.2417 5.5 1655 88.7
-75.225 5.5 1233 52.1
-75.2083 5.5 1135 25.6
-75.1917 5.5 1339 11.9
-75.175 5.5 1387 12
-75.1584 5.5 983 24.1
-75.1417 5.5 1089 43.5
-75.125 5.5 1427 65.4
-75.1083 5.5 2071 83.7
-75.0917 5.5 2015 94.8
-75.075 5.5 1837 96.3
-75.0583 5.5 1467 88.3
-75.0417 5.5 1245 73.1
-75.025 5.5 1125 53.4
-75.0084 5.5 873 33.1
-74.9917 5.5 785 14.2
-74.975 5.5 671 -1.2
-74.9583 5.5 597 -13
-74.9417 5.5 587 -21.7
-74.925 5.5 731 -28.4
-74.9084 5.5 579 -34
-74.8917 5.5 621 -39.1
-74.875 5.5 513 -43.8
-74.8583 5.5 347 -48.1
-74.8417 5.5 283 -51.5
-74.825 5.5 201 -54.1
-74.8083 5.5 203 -56.4
-74.7917 5.5 195 -58.7
-74.775 5.5 197 -61.7
-74.7584 5.5 193 -65.9
-74.7417 5.5 197 -71.1
-74.725 5.5 195 -76.7
-74.7083 5.5 183 -81.8
-74.6917 5.5 177 -85.4
-74.675 5.5 169 -86.7
-74.6584 5.5 171 -85.6
-74.6417 5.5 187 -82.4
-74.625 5.5 193 -78
-75.9084 5.4834 2705 186.7
-75.8917 5.4834 2437 175.2
-75.875 5.4834 2533 179.3
-75.8583 5.4834 2541 194.9
-75.8417 5.4834 2603 215.1
-75.825 5.4834 2687 234.6
-75.8083 5.4834 2529 248.1
-75.7917 5.4834 2743 253.4
-75.775 5.4834 2547 250.4
-75.7584 5.4834 2257 240.3
-75.7417 5.4834 2083 225.5
-75.725 5.4834 2095 207.8
-75.7083 5.4834 1843 188.5
-75.6917 5.4834 1819 167.5
-75.675 5.4834 1729 144.1
-75.6584 5.4834 1723 117.7
-75.6417 5.4834 1543 88.6
-75.625 5.4834 1947 57.6
-75.6083 5.4834 1767 28.1
-75.5917 5.4834 1197 2.7
-75.575 5.4834 865 -14.5
-75.5583 5.4834 1323 -21.1
-75.5417 5.4834 1597 -16
-75.525 5.4834 1321 0.3
-75.5084 5.4834 1459 25.1
-75.4917 5.4834 1625 55.9
-75.475 5.4834 2011 88.3
-75.4583 5.4834 2103 120.2
-75.4417 5.4834 2007 149.4
-75.425 5.4834 2145 175.4
-75.4084 5.4834 2257 197.9
-75.3917 5.4834 2565 217.3
-75.375 5.4834 2995 233
-75.3583 5.4834 2961 243.9
-75.3417 5.4834 2919 247.8
-75.325 5.4834 2745 243
-75.3083 5.4834 2655 227.9
-75.2917 5.4834 3015 202.1
-75.275 5.4834 2835 167.9
-75.2584 5.4834 2177 128.5
-75.2417 5.4834 1563 89.6
-75.225 5.4834 1555 56.1
-75.2083 5.4834 1487 33.3
-75.1917 5.4834 1537 23.4
-75.175 5.4834 1275 26.8
-75.1584 5.4834 1133 41.3
-75.1417 5.4834 1275 61.7
-75.125 5.4834 1753 83.3
-75.1083 5.4834 2135 100.3
-75.0917 5.4834 1841 109.2
-75.075 5.4834 1809 108.2
-75.0583 5.4834 1575 97.5
-75.0417 5.4834 1529 79.8
-75.025 5.4834 1401 57.9
-75.0084 5.4834 1155 35.7
-74.9917 5.4834 767 15.4
-74.975 5.4834 773 -0.9
-74.9583 5.4834 855 -13.1
-74.9417 5.4834 771 -21.8
-74.925 5.4834 801 -28
-74.9084 5.4834 559 -32.8
-74.8917 5.4834 653 -36.9
-74.875 5.4834 473 -40.7
-74.8583 5.4834 347 -44.4
-74.8417 5.4834 257 -47.8
-74.825 5.4834 197 -51
-74.8083 5.4834 211 -54.4
-74.7917 5.4834 217 -58.2
-74.775 5.4834 213 -62.8
-74.7584 5.4834 225 -68.2
-74.7417 5.4834 225 -74
-74.725 5.4834 199 -79.6
-74.7083 5.4834 185 -84.1
-74.6917 5.4834 179 -86.7
-74.675 5.4834 173 -86.8
-74.6584 5.4834 169 -84.7
-74.6417 5.4834 179 -80.9
-74.625 5.4834 195 -76.1
-75.9084 5.4668 2333 170.6
-75.8917 5.4668 1997 166.7
-75.875 5.4668 2131 176.1
-75.8583 5.4668 2443 194.6
-75.8417 5.4668 2393 215
-75.825 5.4668 2473 232.2
-75.8083 5.4668 2569 241.5
-75.7917 5.4668 2499 241.5
-75.775 5.4668 2457 232.6
-75.7584 5.4668 2221 216.7
-75.7417 5.4668 1879 197
-75.725 5.4668 1927 175.5
-75.7083 5.4668 1627 153.9
-75.6917 5.4668 1447 132.3
-75.675 5.4668 1391 110.3
-75.6584 5.4668 1329 87
-75.6417 5.4668 1357 62.5
-75.625 5.4668 1727 37.3
-75.6083 5.4668 1527 13.7
-75.5917 5.4668 1019 -5.9
-75.575 5.4668 945 -18.3
-75.5583 5.4668 1173 -21.6
-75.5417 5.4668 1387 -14.9
-75.525 5.4668 1101 1.5
-75.5084 5.4668 1359 25.3
-75.4917 5.4668 1631 54.5
-75.475 5.4668 1793 85.5
-75.4583 5.4668 1809 116.6
-75.4417 5.4668 1725 145.9
-75.425 5.4668 1923 173.1
-75.4084 5.4668 2239 197.6
-75.3917 5.4668 2713 219.4
-75.375 5.4668 3131 237.3
-75.3583 5.4668 3065 250.2
-75.3417 5.4668 2881 255.6
-75.325 5.4668 2745 251.9
-75.3083 5.4668 2767 237.8
-75.2917 5.4668 3025 213.2
-75.275 5.4668 2729 180.9
-75.2584 5.4668 1835 143.9
-75.2417 5.4668 1535 108
-75.225 5.4668 1923 77.6
-75.2083 5.4668 1999 57.5
-75.1917 5.4668 1869 49.4
-75.175 5.4668 1481 53.2
-75.1584 5.4668 1505 66.5
-75.1417 5.4668 1749 84.4
-75.125 5.4668 2031 102.5
-75.1083 5.4668 2071 115.4
-75.0917 5.4668 1735 120.3
-75.075 5.4668 1763 115.7
-75.0583 5.4668 1929 102.2
-75.0417 5.4668 1653 82.7
-75.025 5.4668 1417 59.6
-75.0084 5.4668 1131 36.9
-74.9917 5.4668 781 16.5
-74.975 5.4668 781 0.2
-74.9583 5.4668 907 -12
-74.9417 5.4668 891 -20.4
-74.925 5.4668 681 -26.3
-74.9084 5.4668 643 -30.6
-74.8917 5.4668 625 -34.2
-74.875 5.4668 471 -37.5
-74.8583 5.4668 349 -41
-74.8417 5.4668 245 -44.5
-74.825 5.4668 217 -48.4
-74.8083 5.4668 227 -52.7
-74.7917 5.4668 237 -57.7
-74.775 5.4668 225 -63.3
-74.7584 5.4668 247 -69.6
-74.7417 5.4668 225 -75.8
-74.725 5.4668 197 -81.3
-74.7083 5.4668 191 -85.2
-74.6917 5.4668 191 -86.8
-74.675 5.4668 189 -86
-74.6584 5.4668 173 -83.1
-74.6417 5.4668 183 -78.9
-74.625 5.4668 225 -74.1
-75.9084 5.4502 1795 148.8
-75.8917 5.4502 1795 153.1
-75.875 5.4502 1981 168.8
-75.8583 5.4502 2333 191.1
-75.8417 5.4502 2497 212.9
-75.825 5.4502 2635 229.3
-75.8083 5.4502 2453 236.2
-75.7917 5.4502 2351 232.4
-75.775 5.4502 2393 219.2
-75.7584 5.4502 2281 198.7
-75.7417 5.4502 1955 174.6
-75.725 5.4502 1701 149.4
-75.7083 5.4502 1569 125.4
-75.6917 5.4502 1573 102.8
-75.675 5.4502 1353 81.6
-75.6584 5.4502 1191 61.1
-75.6417 5.4502 1259 41
-75.625 5.4502 1547 21.6
-75.6083 5.4502 1483 4.5
-75.5917 5.4502 937 -8.7
-75.575 5.4502 853 -15.6
-75.5583 5.4502 959 -15.1
-75.5417 5.4502 1207 -6.4
-75.525 5.4502 1093 10.1
-75.5084 5.4502 1339 32.3
-75.4917 5.4502 1309 59
-75.475 5.4502 1409 87.4
-75.4583 5.4502 1555 116.3
-75.4417 5.4502 1687 144.5
-75.425 5.4502 1939 171.8
-75.4084 5.4502 2327 197.5
-75.3917 5.4502 2661 221.4
-75.375 5.4502 3089 242
-75.3583 5.4502 3019 257.9
-75.3417 5.4502 2881 266.4
-75.325 5.4502 2807 265.9
-75.3083 5.4502 2785 255.1
-75.2917 5.4502 2857 234.4
-75.275 5.4502 2459 206.1
-75.2584 5.4502 1953 173.3
-75.2417 5.4502 2007 141.4
-75.225 5.4502 2459 114.1
-75.2083 5.4502 2307 95.7
-75.1917 5.4502 1937 87.4
-75.175 5.4502 1845 88.9
-75.1584 5.4502 2025 97.9
-75.1417 5.4502 2283 110
-75.125 5.4502 2355 121.5
-75.1083 5.4502 2061 128
-75.0917 5.4502 1669 127.2
-75.075 5.4502 1773 118.3
-75.0583 5.4502 1887 102.2
-75.0417 5.4502 1575 81.5
-75.025 5.4502 1339 58.5
-75.0084 5.4502 1159 36.5
-74.9917 5.4502 1071 17
-74.975 5.4502 891 1.5
-74.9583 5.4502 793 -10
-74.9417 5.4502 849 -18.2
-74.925 5.4502 681 -24
-74.9084 5.4502 693 -28.3
-74.8917 5.4502 621 -31.9
-74.875 5.4502 479 -35.3
-74.8583 5.4502 341 -38.7
-74.8417 5.4502 255 -42.5
-74.825 5.4502 243 -46.7
-74.8083 5.4502 243 -51.6
-74.7917 5.4502 221 -57.3
-74.775 5.4502 213 -63.7
-74.7584 5.4502 245 -70.4
-74.7417 5.4502 219 -76.7
-74.725 5.4502 301 -81.9
-74.7083 5.4502 259 -85.1
-74.6917 5.4502 241 -85.9
-74.675 5.4502 193 -84.4
-74.6584 5.4502 175 -81
-74.6417 5.4502 187 -76.6
-74.625 5.4502 241 -72.1
-75.9084 5.4336 1507 124.2
-75.8917 5.4336 1481 136.6
-75.875 5.4336 1925 158.4
-75.8583 5.4336 2235 185
-75.8417 5.4336 2479 209.1
-75.825 5.4336 2617 226.2
-75.8083 5.4336 2401 232.5
-75.7917 5.4336 2247 227.1
-75.775 5.4336 2241 211.7
-75.7584 5.4336 2269 188.4
-75.7417 5.4336 2119 161.4
-75.725 5.4336 1799 133.4
-75.7083 5.4336 1713 107.2
-75.6917 5.4336 1693 83.4
-75.675 5.4336 1347 62.4
-75.6584 5.4336 1187 43.8
-75.6417 5.4336 1231 27.5
-75.625 5.4336 1579 13.3
-75.6083 5.4336 1455 2.3
-75.5917 5.4336 871 -4.7
-75.575 5.4336 997 -6.4
-75.5583 5.4336 1087 -2.1
-75.5417 5.4336 1173 8.2
-75.525 5.4336 1157 24.2
-75.5084 5.4336 1631 44.3
-75.4917 5.4336 1261 67.6
-75.475 5.4336 1619 92.3
-75.4583 5.4336 1925 118
-75.4417 5.4336 2083 143.9
-75.425 5.4336 2131 170.2
-75.4084 5.4336 2303 196.5
-75.3917 5.4336 2543 222.2
-75.375 5.4336 3031 245.6
-75.3583 5.4336 3007 265.2
-75.3417 5.4336 2855 278
-75.325 5.4336 2763 282.4
-75.3083 5.4336 2987 277
-75.2917 5.4336 2989 262
-75.275 5.4336 2733 239.8
-75.2584 5.4336 2441 212.7
-75.2417 5.4336 2753 185.5
-75.225 5.4336 2639 161.3
-75.2083 5.4336 2359 143.6
-75.1917 5.4336 2421 133.4
-75.175 5.4336 2237 130.2
-75.1584 5.4336 2591 132.1
-75.1417 5.4336 2719 135.8
-75.125 5.4336 2413 138.2
-75.1083 5.4336 2037 136.4
-75.0917 5.4336 1647 128.7
-75.075 5.4336 1671 115.3
-75.0583 5.4336 1629 96.8
-75.0417 5.4336 1561 75.8
