Lon Lat H AAL
-73.9917 5.4336 1547 18.5
-73.975 5.4336 1911 36.6
-73.9583 5.4336 2189 65.6
-73.9417 5.4336 2445 103.4
-73.925 5.4336 2825 146.8
-73.9084 5.4336 3165 189.2
-73.8917 5.4336 2983 226.2
-73.875 5.4336 3057 252.1
-73.8583 5.4336 3215 264.6
-73.8417 5.4336 3135 263.4
-73.825 5.4336 2711 250.3
-73.8083 5.4336 2661 230.1
-73.7917 5.4336 2829 207.1
-73.775 5.4336 2591 186.9
-73.7584 5.4336 2555 172.9
-73.7417 5.4336 2539 167.6
-73.725 5.4336 2541 171.4
-73.7083 5.4336 2611 182.8
-73.6917 5.4336 2613 200.1
-73.675 5.4336 2655 219.9
-73.6584 5.4336 2799 240.1
-73.6417 5.4336 3039 258
-73.625 5.4336 2987 272.5
-73.6083 5.4336 3103 282.6
-73.5917 5.4336 3327 288.2
-73.575 5.4336 3363 289.7
-73.5583 5.4336 3377 287.4
-73.5417 5.4336 3359 282.2
-73.525 5.4336 3145 274.3
-73.5084 5.4336 3037 264.4
-73.4917 5.4336 2951 252.6
-73.475 5.4336 3071 239
-73.4583 5.4336 2953 223.8
-73.4417 5.4336 2879 207.3
-73.425 5.4336 2871 189.8
-73.4084 5.4336 2743 172.7
-73.3917 5.4336 2665 157.1
-73.375 5.4336 2505 145.4
-73.3583 5.4336 2275 139.1
-73.3417 5.4336 2411 140.1
-73.325 5.4336 2485 149.2
-73.3083 5.4336 2431 165.7
-73.2917 5.4336 2585 188.1
-73.275 5.4336 2741 212.8
-73.2584 5.4336 2943 236.6
-73.2417 5.4336 3129 255.3
-73.225 5.4336 3337 266.6
-73.2083 5.4336 3245 269.4
-73.1917 5.4336 2787 264.7
-73.175 5.4336 2667 255.8
-73.1584 5.4336 2849 246.5
-73.1417 5.4336 3087 241.7
-73.125 5.4336 3147 244.3
-73.1083 5.4336 2895 256
-73.0917 5.4336 2809 276.2
-73.075 5.4336 3065 301.3
-73.0583 5.4336 3013 327.7
-73.0417 5.4336 3273 349.9
-73.025 5.4336 3525 365.1
-73.0084 5.4336 3677 371.2
-72.9917 5.4336 3767 368.9
-72.975 5.4336 3649 361.5
-72.9583 5.4336 3679 352.3
-72.9417 5.4336 3547 346.1
-72.925 5.4336 3293 345.2
-74.9084 5.417 623 -26.3
-74.8917 5.417 613 -31.4
-74.875 5.417 439 -35.9
-74.8583 5.417 319 -40
-74.8417 5.417 253 -43.9
-74.825 5.417 265 -48.1
-74.8083 5.417 397 -52.9
-74.7917 5.417 451 -58.5
-74.775 5.417 355 -64.7
-74.7584 5.417 279 -71
-74.7417 5.417 211 -76.6
-74.725 5.417 193 -80.8
-74.7083 5.417 199 -82.6
-74.6917 5.417 195 -82.1
-74.675 5.417 187 -79.5
-74.6584 5.417 199 -75.7
-74.6417 5.417 327 -71.7
-74.625 5.417 669 -68.4
-74.6083 5.417 489 -66.1
-74.5917 5.417 431 -64.8
-74.575 5.417 533 -63.4
-74.5583 5.417 539 -60.8
-74.5417 5.417 489 -55.6
-74.525 5.417 601 -47.2
-74.5084 5.417 721 -35.9
-74.4917 5.417 665 -22.4
-74.475 5.417 831 -8.9
-74.4583 5.417 1259 2.9
-74.4417 5.417 1541 10.9
-74.425 5.417 1421 14.3
-74.4084 5.417 1507 13.4
-74.3917 5.417 1445 9.2
-74.375 5.417 1375 4
-74.3583 5.417 1427 -0.6
-74.3417 5.417 1287 -2.8
-74.325 5.417 1331 -2
-74.3083 5.417 1229 1.2
-74.2917 5.417 1161 5.4
-74.275 5.417 1019 8.5
-74.2584 5.417 1061 9.2
-74.2417 5.417 1141 6.7
-74.225 5.417 1019 1.4
-74.2083 5.417 1059 -5.1
-74.1917 5.417 1187 -10.7
-74.175 5.417 1137 -13.2
-74.1584 5.417 1051 -11.3
-74.1417 5.417 1463 -4.9
-74.125 5.417 1477 4.9
-74.1083 5.417 1661 15.5
-74.0917 5.417 1445 24.9
-74.075 5.417 1373 30.8
-74.0583 5.417 1693 32.7
-74.0417 5.417 1599 31.8
-74.025 5.417 1601 30.4
-74.0084 5.417 1581 32.7
-73.9917 5.417 1811 41.8
-73.975 5.417 2289 60.4
-73.9583 5.417 2567 89.2
-73.9417 5.417 2723 126
-73.925 5.417 3045 167.8
-73.9084 5.417 3037 208.3
-73.8917 5.417 3015 243
-73.875 5.417 3227 266.4
-73.8583 5.417 3367 276.4
-73.8417 5.417 3063 272.5
-73.825 5.417 2755 256.8
-73.8083 5.417 2769 233.8
-73.7917 5.417 2817 208
-73.775 5.417 2675 185.3
-73.7584 5.417 2577 169.3
-73.7417 5.417 2541 163
-73.725 5.417 2553 167
-73.7083 5.417 2549 180.2
-73.6917 5.417 2591 200.5
-73.675 5.417 2707 224.2
-73.6584 5.417 2819 248.7
-73.6417 5.417 3029 270.4
-73.625 5.417 3243 287.7
-73.6083 5.417 3359 298.9
-73.5917 5.417 3391 303.7
-73.575 5.417 3425 302.5
-73.5583 5.417 3379 296.3
-73.5417 5.417 3253 286.4
-73.525 5.417 3071 273.8
-73.5084 5.417 3051 259.7
-73.4917 5.417 3017 244.4
-73.475 5.417 2933 228.5
-73.4583 5.417 2893 211.8
-73.4417 5.417 2849 194.5
-73.425 5.417 2899 176.6
-73.4084 5.417 2839 159.3
-73.3917 5.417 2679 143.6
-73.375 5.417 2613 132
-73.3583 5.417 2341 126
-73.3417 5.417 2191 127.8
-73.325 5.417 2233 137.9
-73.3083 5.417 2339 155.4
-73.2917 5.417 2415 178.5
-73.275 5.417 2599 203
-73.2584 5.417 2789 225.5
-73.2417 5.417 3027 241.5
-73.225 5.417 3291 249
-73.2083 5.417 2899 247.2
-73.1917 5.417 2493 238.1
-73.175 5.417 2415 226
-73.1584 5.417 2725 215.4
-73.1417 5.417 3075 211.8
-73.125 5.417 2871 218.3
-73.1083 5.417 2615 236.1
-73.0917 5.417 2737 263.7
-73.075 5.417 2745 296.3
-73.0583 5.417 2789 329.1
-73.0417 5.417 3077 355.5
-73.025 5.417 3451 372.2
-73.0084 5.417 3635 377
-72.9917 5.417 3651 371.1
-72.975 5.417 3605 359
-72.9583 5.417 3553 345
-72.9417 5.417 3443 335.1
-72.925 5.417 3093 332.3
-74.9084 5.4004 683 -27
-74.8917 5.4004 571 -33.4
-74.875 5.4004 389 -38.8
-74.8583 5.4004 321 -43.3
-74.8417 5.4004 297 -47.2
-74.825 5.4004 403 -51
-74.8083 5.4004 517 -55.2
-74.7917 5.4004 457 -60.2
-74.775 5.4004 333 -65.7
-74.7584 5.4004 247 -71.5
-74.7417 5.4004 223 -76.5
-74.725 5.4004 205 -80
-74.7083 5.4004 189 -81.2
-74.6917 5.4004 185 -80.1
-74.675 5.4004 183 -77.1
-74.6584 5.4004 247 -73.1
-74.6417 5.4004 595 -69.2
-74.625 5.4004 591 -66.3
-74.6083 5.4004 397 -64.9
-74.5917 5.4004 605 -64.5
-74.575 5.4004 603 -64
-74.5583 5.4004 481 -62.3
-74.5417 5.4004 413 -57.9
-74.525 5.4004 497 -50.1
-74.5084 5.4004 639 -39
-74.4917 5.4004 691 -25.4
-74.475 5.4004 1021 -11.7
-74.4583 5.4004 1387 0.7
-74.4417 5.4004 1287 9.4
-74.425 5.4004 1485 13.8
-74.4084 5.4004 1521 13.7
-74.3917 5.4004 1325 10
-74.375 5.4004 1281 4.8
-74.3583 5.4004 1425 -0.3
-74.3417 5.4004 1435 -3.7
-74.325 5.4004 1379 -4.9
-74.3083 5.4004 1289 -4.2
-74.2917 5.4004 1327 -2.7
-74.275 5.4004 1135 -2
-74.2584 5.4004 1021 -3.2
-74.2417 5.4004 963 -6.7
-74.225 5.4004 985 -12
-74.2083 5.4004 1407 -17.3
-74.1917 5.4004 1479 -20.9
-74.175 5.4004 1171 -20.8
-74.1584 5.4004 991 -16
-74.1417 5.4004 1139 -6.6
-74.125 5.4004 1393 6.3
-74.1083 5.4004 1779 20.1
-74.0917 5.4004 1673 32.9
-74.075 5.4004 1547 42.4
-74.0583 5.4004 1667 48.4
-74.0417 5.4004 1939 51.6
-74.025 5.4004 2067 54.4
-74.0084 5.4004 2071 60.1
-73.9917 5.4004 1915 71.8
-73.975 5.4004 2171 91.6
-73.9583 5.4004 2561 120.1
-73.9417 5.4004 2945 155
-73.925 5.4004 3149 193.7
-73.9084 5.4004 3009 230.2
-73.8917 5.4004 3113 260.5
-73.875 5.4004 3341 279.6
-73.8583 5.4004 3335 285.7
-73.8417 5.4004 3013 278.5
-73.825 5.4004 2929 260
-73.8083 5.4004 2995 234.9
-73.7917 5.4004 2807 207.3
-73.775 5.4004 2671 183.4
-73.7584 5.4004 2541 166.6
-73.7417 5.4004 2583 160.1
-73.725 5.4004 2711 164.7
-73.7083 5.4004 2663 179.1
-73.6917 5.4004 2723 201.3
-73.675 5.4004 2725 227.2
-73.6584 5.4004 2983 253.9
-73.6417 5.4004 3205 277.1
-73.625 5.4004 3329 294.9
-73.6083 5.4004 3393 305.4
-73.5917 5.4004 3439 308.1
-73.575 5.4004 3433 303.7
-73.5583 5.4004 3313 293.5
-73.5417 5.4004 3155 279.4
-73.525 5.4004 3115 263
-73.5084 5.4004 3029 245.8
-73.4917 5.4004 2845 228.5
-73.475 5.4004 2863 211.6
-73.4583 5.4004 2899 194.9
-73.4417 5.4004 2787 178.3
-73.425 5.4004 2887 161.6
-73.4084 5.4004 2809 145.7
-73.3917 5.4004 2561 131.6
-73.375 5.4004 2361 121.5
-73.3583 5.4004 2177 117.1
-73.3417 5.4004 2247 120.2
-73.325 5.4004 2367 131.3
-73.3083 5.4004 2395 149
-73.2917 5.4004 2523 171.4
-73.275 5.4004 2685 194
-73.2584 5.4004 2865 213.3
-73.2417 5.4004 3109 224.9
-73.225 5.4004 3025 227.2
-73.2083 5.4004 2533 220.5
-73.1917 5.4004 2215 207.3
-73.175 5.4004 2419 192.8
-73.1584 5.4004 2789 182.1
-73.1417 5.4004 2759 180.9
-73.125 5.4004 2641 192.3
-73.1083 5.4004 2547 216.5
-73.0917 5.4004 2549 251.2
-73.075 5.4004 2615 290.2
-73.0583 5.4004 3009 328
-73.0417 5.4004 3205 356.9
-73.025 5.4004 3443 373.3
-73.0084 5.4004 3661 375.5
-72.9917 5.4004 3503 365.2
-72.975 5.4004 3351 347.9
-72.9583 5.4004 3385 328.9
-72.9417 5.4004 3133 315.3
-72.925 5.4004 2817 310.6
-74.9084 5.3838 697 -28.6
-74.8917 5.3838 565 -36.3
-74.875 5.3838 411 -42.6
-74.8583 5.3838 369 -47.5
-74.8417 5.3838 415 -51.3
-74.825 5.3838 537 -54.5
-74.8083 5.3838 431 -58
-74.7917 5.3838 313 -62.3
-74.775 5.3838 259 -67.2
-74.7584 5.3838 231 -72.3
-74.7417 5.3838 205 -76.7
-74.725 5.3838 193 -79.6
-74.7083 5.3838 195 -80.3
-74.6917 5.3838 189 -78.5
-74.675 5.3838 189 -75.1
-74.6584 5.3838 283 -70.7
-74.6417 5.3838 681 -66.7
-74.625 5.3838 529 -64
-74.6083 5.3838 391 -62.9
-74.5917 5.3838 713 -63.1
-74.575 5.3838 831 -63.5
-74.5583 5.3838 549 -62.6
-74.5417 5.3838 431 -59
-74.525 5.3838 621 -51.8
-74.5084 5.3838 855 -41.3
-74.4917 5.3838 929 -28
-74.475 5.3838 1273 -14.3
-74.4583 5.3838 1129 -1.6
-74.4417 5.3838 1379 7.7
-74.425 5.3838 1503 12.7
-74.4084 5.3838 1445 13.3
-74.3917 5.3838 1439 10.2
-74.375 5.3838 1341 5.1
-74.3583 5.3838 1307 -0.6
-74.3417 5.3838 1351 -5.2
-74.325 5.3838 1395 -8.2
-74.3083 5.3838 1341 -9.8
-74.2917 5.3838 1145 -10.7
-74.275 5.3838 1031 -12.1
-74.2584 5.3838 1177 -14.8
-74.2417 5.3838 999 -18.9
-74.225 5.3838 1143 -24
-74.2083 5.3838 1459 -28.3
-74.1917 5.3838 1205 -30.3
-74.175 5.3838 1121 -28.3
-74.1584 5.3838 985 -21.4
-74.1417 5.3838 1123 -9.8
-74.125 5.3838 1395 5.5
-74.1083 5.3838 1565 22.2
-74.0917 5.3838 1697 38.5
-74.075 5.3838 1923 52.4
-74.0583 5.3838 1955 63.4
-74.0417 5.3838 2309 72.1
-74.025 5.3838 2533 80.3
-74.0084 5.3838 2451 90.7
-73.9917 5.3838 2191 105.6
-73.975 5.3838 2291 126.7
-73.9583 5.3838 2635 154.2
-73.9417 5.3838 3115 186.1
-73.925 5.3838 3199 220
-73.9084 5.3838 3055 250.8
-73.8917 5.3838 3089 275
-73.875 5.3838 3177 288.6
-73.8583 5.3838 3133 290
-73.8417 5.3838 3193 279.4
-73.825 5.3838 3155 258.8
-73.8083 5.3838 3021 232.6
-73.7917 5.3838 2741 204.9
-73.775 5.3838 2573 181.2
-73.7584 5.3838 2547 165
-73.7417 5.3838 2583 159.2
-73.725 5.3838 2633 164.5
-73.7083 5.3838 2815 179.6
-73.6917 5.3838 2715 202.4
-73.675 5.3838 2823 228.7
-73.6584 5.3838 3055 255.3
-73.6417 5.3838 3151 277.9
-73.625 5.3838 3311 294.3
-73.6083 5.3838 3461 302.5
-73.5917 5.3838 3441 302.2
-73.575 5.3838 3355 294.4
-73.5583 5.3838 3223 280.5
-73.5417 5.3838 3109 263
-73.525 5.3838 2927 243.7
-73.5084 5.3838 2791 224.7
-73.4917 5.3838 2675 206.6
-73.475 5.3838 2837 190
-73.4583 5.3838 2851 174.5
-73.4417 5.3838 2707 159.9
-73.425 5.3838 2737 145.8
-73.4084 5.3838 2603 132.8
-73.3917 5.3838 2395 121.8
-73.375 5.3838 2219 114.8
-73.3583 5.3838 2121 113.1
-73.3417 5.3838 2313 118.4
-73.325 5.3838 2569 130.6
-73.3083 5.3838 2625 148.1
-73.2917 5.3838 2673 168.8
-73.275 5.3838 2793 187.9
-73.2584 5.3838 3011 202.2
-73.2417 5.3838 3125 208
-73.225 5.3838 2643 204.2
-73.2083 5.3838 2277 192.1
-73.1917 5.3838 2021 174.9
-73.175 5.3838 2341 158.8
-73.1584 5.3838 2499 149
-73.1417 5.3838 2461 151.2
-73.125 5.3838 2755 167.9
-73.1083 5.3838 2597 198.5
-73.0917 5.3838 2349 239.7
-73.075 5.3838 2609 284
-73.0583 5.3838 2797 325.1
-73.0417 5.3838 3125 354.9
-73.025 5.3838 3589 369.7
-73.0084 5.3838 3629 368.2
-72.9917 5.3838 3595 352.8
-72.975 5.3838 3463 330.2
-72.9583 5.3838 3181 306.4
-72.9417 5.3838 2773 289.3
-72.925 5.3838 2521 282.6
-74.9084 5.3672 723 -30.3
-74.8917 5.3672 555 -39.3
-74.875 5.3672 427 -46.4
-74.8583 5.3672 399 -51.6
-74.8417 5.3672 375 -55.2
-74.825 5.3672 335 -57.9
-74.8083 5.3672 321 -60.8
-74.7917 5.3672 293 -64.4
-74.775 5.3672 277 -68.8
-74.7584 5.3672 227 -73.5
-74.7417 5.3672 199 -77.5
-74.725 5.3672 195 -80
-74.7083 5.3672 185 -80.1
-74.6917 5.3672 191 -77.8
-74.675 5.3672 209 -73.6
-74.6584 5.3672 395 -68.6
-74.6417 5.3672 699 -64.1
-74.625 5.3672 443 -61
-74.6083 5.3672 409 -59.8
-74.5917 5.3672 645 -60.2
-74.575 5.3672 629 -60.9
-74.5583 5.3672 425 -60.7
-74.5417 5.3672 553 -57.8
-74.525 5.3672 613 -51.5
-74.5084 5.3672 849 -41.7
-74.4917 5.3672 1159 -29.1
-74.475 5.3672 1153 -15.7
-74.4583 5.3672 1245 -3.2
-74.4417 5.3672 1637 6.3
-74.425 5.3672 1607 11.7
-74.4084 5.3672 1623 12.8
-74.3917 5.3672 1425 10
-74.375 5.3672 1311 4.9
-74.3583 5.3672 1227 -1.2
-74.3417 5.3672 1285 -6.8
-74.325 5.3672 1429 -11.3
-74.3083 5.3672 1299 -14.6
-74.2917 5.3672 1253 -17.2
-74.275 5.3672 1083 -19.9
-74.2584 5.3672 1213 -23.2
-74.2417 5.3672 1067 -27.4
-74.225 5.3672 1121 -31.8
-74.2083 5.3672 1395 -35
-74.1917 5.3672 1145 -35.7
-74.175 5.3672 1387 -32.4
-74.1584 5.3672 1041 -24.2
-74.1417 5.3672 1097 -11.4
-74.125 5.3672 1213 5.5
-74.1083 5.3672 1389 24.4
-74.0917 5.3672 1559 43.8
-74.075 5.3672 1905 61.9
-74.0583 5.3672 2179 78.2
-74.0417 5.3672 2383 92.8
-74.025 5.3672 2559 106.8
-74.0084 5.3672 2409 122
-73.9917 5.3672 2345 140
-73.975 5.3672 2525 161.7
-73.9583 5.3672 2837 187.2
-73.9417 5.3672 3299 214.7
-73.925 5.3672 3229 242.2
-73.9084 5.3672 3043 265.7
-73.8917 5.3672 2955 282.6
-73.875 5.3672 2985 289.9
-73.8583 5.3672 3099 286.6
-73.8417 5.3672 3303 273.2
-73.825 5.3672 3179 251.7
-73.8083 5.3672 2933 226.1
-73.7917 5.3672 2707 200
-73.775 5.3672 2561 178.3
-73.7584 5.3672 2557 164.1
-73.7417 5.3672 2597 159.8
-73.725 5.3672 2583 166
-73.7083 5.3672 2623 181.1
-73.6917 5.3672 2877 203.2
-73.675 5.3672 2909 228.2
-73.6584 5.3672 2933 252.7
-73.6417 5.3672 3131 272.8
-73.625 5.3672 3391 286.2
-73.6083 5.3672 3437 291.1
-73.5917 5.3672 3375 287.4
-73.575 5.3672 3183 276.3
-73.5583 5.3672 3127 259.5
-73.5417 5.3672 2973 239.7
-73.525 5.3672 2679 218.9
-73.5084 5.3672 2501 199.2
-73.4917 5.3672 2483 181.4
-73.475 5.3672 2763 166.1
-73.4583 5.3672 2713 152.7
-73.4417 5.3672 2519 141
-73.425 5.3672 2691 130.5
-73.4084 5.3672 2595 121.6
-73.3917 5.3672 2387 115.1
-73.375 5.3672 2237 112.5
-73.3583 5.3672 2147 114.8
-73.3417 5.3672 2363 123.1
-73.325 5.3672 2591 136.8
-73.3083 5.3672 2821 154
-73.2917 5.3672 2857 172.1
-73.275 5.3672 2933 186.8
-73.2584 5.3672 3007 194.9
-73.2417 5.3672 2739 193.7
-73.225 5.3672 2431 183
-73.2083 5.3672 2113 165.2
-73.1917 5.3672 1865 144.2
-73.175 5.3672 2065 126.9
-73.1584 5.3672 2223 118.6
-73.1417 5.3672 2551 124.7
-73.125 5.3672 2785 146.8
-73.1083 5.3672 2469 183.3
-73.0917 5.3672 2265 229.9
-73.075 5.3672 2497 278
-73.0583 5.3672 2831 320.8
-73.0417 5.3672 3285 349.9
-73.025 5.3672 3409 361.9
-73.0084 5.3672 3387 356.1
-72.9917 5.3672 3343 335.6
-72.975 5.3672 3341 308
-72.9583 5.3672 3203 279.9
-72.9417 5.3672 2803 259.6
-72.925 5.3672 2449 251.1
-74.9084 5.3506 751 -31.8
-74.8917 5.3506 557 -41.8
-74.875 5.3506 427 -49.5
-74.8583 5.3506 351 -54.8
-74.8417 5.3506 323 -58.1
-74.825 5.3506 297 -60.4
-74.8083 5.3506 331 -62.9
-74.7917 5.3506 327 -66.2
-74.775 5.3506 265 -70.3
-74.7584 5.3506 245 -75
-74.7417 5.3506 203 -78.9
-74.725 5.3506 199 -81.1
-74.7083 5.3506 189 -80.8
-74.6917 5.3506 207 -77.8
-74.675 5.3506 257 -72.7
-74.6584 5.3506 593 -66.7
-74.6417 5.3506 597 -61.3
-74.625 5.3506 415 -57.3
-74.6083 5.3506 531 -55.5
-74.5917 5.3506 919 -55.6
-74.575 5.3506 713 -56.4
-74.5583 5.3506 431 -56.5
-74.5417 5.3506 703 -54.3
-74.525 5.3506 817 -48.8
-74.5084 5.3506 1015 -40
-74.4917 5.3506 1139 -28.3
-74.475 5.3506 1115 -15.7
-74.4583 5.3506 1449 -3.7
-74.4417 5.3506 1615 5.5
-74.425 5.3506 1435 11
-74.4084 5.3506 1507 12.2
-74.3917 5.3506 1347 9.6
-74.375 5.3506 1323 4.5
-74.3583 5.3506 1269 -2
-74.3417 5.3506 1289 -8.3
-74.325 5.3506 1503 -13.8
-74.3083 5.3506 1303 -18
-74.2917 5.3506 1389 -21.3
-74.275 5.3506 1217 -24.3
-74.2584 5.3506 1329 -27.3
-74.2417 5.3506 1391 -30.6
-74.225 5.3506 1339 -33.6
-74.2083 5.3506 1389 -35.4
-74.1917 5.3506 1217 -34.7
-74.175 5.3506 1415 -30.4
-74.1584 5.3506 1125 -21.6
-74.1417 5.3506 1337 -8.3
-74.125 5.3506 1581 9.2
-74.1083 5.3506 1491 29.4
-74.0917 5.3506 1807 51.3
-74.075 5.3506 1887 73.1
-74.0583 5.3506 2239 94.3
-74.0417 5.3506 2493 114.3
-74.025 5.3506 2677 133.7
-74.0084 5.3506 2521 153
-73.9917 5.3506 2683 173.3
-73.975 5.3506 2843 194.5
-73.9583 5.3506 3185 216.7
-73.9417 5.3506 3223 238.4
-73.925 5.3506 3099 258.1
-73.9084 5.3506 2959 273.3
-73.8917 5.3506 2933 282.1
-73.875 5.3506 3009 282.8
-73.8583 5.3506 3195 275.1
-73.8417 5.3506 3131 259.8
-73.825 5.3506 2953 238.7
-73.8083 5.3506 2779 215.4
-73.7917 5.3506 2585 192.7
-73.775 5.3506 2549 174.6
-73.7584 5.3506 2547 163.6
-73.7417 5.3506 2591 161.5
-73.725 5.3506 2565 168.5
-73.7083 5.3506 2583 183.1
-73.6917 5.3506 2813 203.4
-73.675 5.3506 2765 225.6
-73.6584 5.3506 2927 246.6
-73.6417 5.3506 3193 262.9
-73.625 5.3506 3313 272.4
-73.6083 5.3506 3277 273.7
-73.5917 5.3506 3181 266.8
-73.575 5.3506 3053 253.2
-73.5583 5.3506 3017 234.6
-73.5417 5.3506 2901 213.8
-73.525 5.3506 2811 192.7
-73.5084 5.3506 2661 173.5
-73.4917 5.3506 2339 156.7
-73.475 5.3506 2389 143
-73.4583 5.3506 2369 132
-73.4417 5.3506 2483 123.4
-73.425 5.3506 2739 116.7
-73.4084 5.3506 2523 112.5
-73.3917 5.3506 2325 111.1
-73.375 5.3506 2097 113.8
-73.3583 5.3506 2185 121.2
-73.3417 5.3506 2321 133.2
-73.325 5.3506 2587 149
-73.3083 5.3506 2855 166
-73.2917 5.3506 3061 181.4
-73.275 5.3506 2841 191
-73.2584 5.3506 2507 192.3
-73.2417 5.3506 2279 183.5
-73.225 5.3506 2217 165.3
-73.2083 5.3506 1977 141.7
-73.1917 5.3506 1771 117
-73.175 5.3506 2211 98.8
-73.1584 5.3506 2407 92.3
-73.1417 5.3506 2715 102.1
-73.125 5.3506 2775 129.2
-73.1083 5.3506 2567 170.6
-73.0917 5.3506 2151 221.2
-73.075 5.3506 2403 271.5
-73.0583 5.3506 2739 314.4
-73.0417 5.3506 3045 341.6
-73.025 5.3506 3305 350
-73.0084 5.3506 3143 339.8
-72.9917 5.3506 3043 314.6
-72.975 5.3506 3013 282.7
-72.9583 5.3506 2955 251.2
-72.9417 5.3506 2839 228.5
-72.925 5.3506 2363 218.6
-74.9084 5.334 791 -32.5
-74.8917 5.334 545 -43.1
-74.875 5.334 437 -51.1
-74.8583 5.334 355 -56.3
-74.8417 5.334 325 -59.4
-74.825 5.334 373 -61.5
-74.8083 5.334 367 -63.8
-74.7917 5.334 291 -67.2
-74.775 5.334 277 -71.7
-74.7584 5.334 223 -76.6
-74.7417 5.334 203 -80.7
-74.725 5.334 189 -82.9
-74.7083 5.334 189 -82.2
-74.6917 5.334 267 -78.5
-74.675 5.334 469 -72.4
-74.6584 5.334 631 -65.1
-74.6417 5.334 499 -58.3
-74.625 5.334 561 -53.1
-74.6083 5.334 885 -50.2
-74.5917 5.334 953 -49.6
-74.575 5.334 617 -50
-74.5583 5.334 435 -50.2
-74.5417 5.334 739 -48.6
-74.525 5.334 905 -44
-74.5084 5.334 1155 -36.3
-74.4917 5.334 1053 -25.9
-74.475 5.334 1005 -14.5
-74.4583 5.334 1167 -3.4
-74.4417 5.334 1217 5.2
-74.425 5.334 1441 10.4
-74.4084 5.334 1431 11.5
-74.3917 5.334 1399 8.9
-74.375 5.334 1445 3.7
-74.3583 5.334 1265 -2.9
-74.3417 5.334 1481 -9.5
-74.325 5.334 1411 -15.2
-74.3083 5.334 1227 -19.4
-74.2917 5.334 1323 -22.4
-74.275 5.334 1329 -24.4
-74.2584 5.334 1325 -25.9
-74.2417 5.334 1331 -27.1
-74.225 5.334 1333 -27.9
-74.2083 5.334 1277 -27.6
-74.1917 5.334 1403 -25.4
-74.175 5.334 1273 -20.2
-74.1584 5.334 1317 -11.2
-74.1417 5.334 1715 1.9
-74.125 5.334 1887 19.3
-74.1083 5.334 1565 40.1
-74.0917 5.334 1959 63.5
-74.075 5.334 2117 88.1
-74.0583 5.334 2377 113.2
-74.0417 5.334 2699 137.6
-74.025 5.334 2829 161.1
-74.0084 5.334 2691 183.4
-73.9917 5.334 2937 204.4
-73.975 5.334 3173 223.6
-73.9583 5.334 3345 241
-73.9417 5.334 3167 255.5
-73.925 5.334 3119 266.4
-73.9084 5.334 2915 272.5
-73.8917 5.334 2851 273
-73.875 5.334 2959 267.5
-73.8583 5.334 3063 256
-73.8417 5.334 2991 240
-73.825 5.334 2753 220.8
-73.8083 5.334 2591 201.2
-73.7917 5.334 2553 183.3
-73.775 5.334 2549 170.1
-73.7584 5.334 2603 163.1
-73.7417 5.334 2567 163.5
-73.725 5.334 2613 171.2
-73.7083 5.334 2575 184.8
-73.6917 5.334 2621 202.4
-73.675 5.334 2749 220.8
-73.6584 5.334 2905 237.5
-73.6417 5.334 3051 249.4
-73.625 5.334 3155 255
-73.6083 5.334 3025 253.1
-73.5917 5.334 3023 244.1
-73.575 5.334 2823 229.4
-73.5583 5.334 2883 210.6
-73.5417 5.334 2933 190.3
-73.525 5.334 2751 170.2
-73.5084 5.334 2425 152.1
-73.4917 5.334 2287 136.7
-73.475 5.334 2257 124.5
-73.4583 5.334 2265 115.3
-73.4417 5.334 2439 109.1
-73.425 5.334 2473 105.7
-73.4084 5.334 2313 105.6
-73.3917 5.334 2103 109.4
-73.375 5.334 2127 117.7
-73.3583 5.334 2307 130.5
-73.3417 5.334 2511 146.9
-73.325 5.334 2725 165.5
-73.3083 5.334 2873 182.7
-73.2917 5.334 3045 195.6
-73.275 5.334 2785 200.3
-73.2584 5.334 2523 194.7
-73.2417 5.334 2387 178.3
-73.225 5.334 2101 152.8
-73.2083 5.334 1875 123.4
-73.1917 5.334 1693 95.2
-73.175 5.334 1991 76.1
-73.1584 5.334 2205 71
-73.1417 5.334 2505 83.9
-73.125 5.334 2417 114.9
-73.1083 5.334 2281 159.7
-73.0917 5.334 2071 212.6
-73.075 5.334 2497 263.3
-73.0583 5.334 3059 304.8
-73.0417 5.334 3367 329.2
-73.025 5.334 3231 333.8
-73.0084 5.334 2789 319.6
-72.9917 5.334 2697 290.7
-72.975 5.334 2655 255.8
-72.9583 5.334 2639 222.2
-72.9417 5.334 2643 198.1
-72.925 5.334 2163 187.2
-74.9084 5.3174 669 -32.5
-74.8917 5.3174 529 -43.2
-74.875 5.3174 387 -51.2
-74.8583 5.3174 323 -56.2
-74.8417 5.3174 303 -59.1
-74.825 5.3174 293 -61.1
-74.8083 5.3174 343 -63.7
-74.7917 5.3174 309 -67.6
-74.775 5.3174 265 -72.7
-74.7584 5.3174 273 -78.3
-74.7417 5.3174 209 -82.9
-74.725 5.3174 191 -85.3
-74.7083 5.3174 243 -84.3
-74.6917 5.3174 579 -79.7
-74.675 5.3174 567 -72.5
-74.6584 5.3174 565 -63.7
-74.6417 5.3174 527 -55.3
-74.625 5.3174 779 -48.6
-74.6083 5.3174 1011 -44.4
-74.5917 5.3174 1007 -42.8
-74.575 5.3174 601 -42.8
-74.5583 5.3174 459 -43
-74.5417 5.3174 665 -41.9
-74.525 5.3174 941 -38.3
